,Headlines,Dates
10788,CORRECTED-UPDATE 4-Japan fashion guru Maezawa lands first SpaceX moon flight,9/18/2018
10789,UPDATE 4-Japan fashion guru Maezawa lands first SpaceX moon flight,9/18/2018
10790,Japanese billionaire to be first tourist to Moon: SpaceX,9/18/2018
10791,"Electric car wars: Audi's new e-tron set to challenge Tesla Model X, Jaguar I-PACE",9/18/2018
10792,UPDATE 3-Japan fashion guru Maezawa lands first SpaceX moon flight,9/18/2018
10793,Japan fashion guru Maezawa lands first SpaceX moon flight,9/18/2018
10794,Japan fashion guru Maezawa lands first SpaceX moon flight,9/18/2018
10795,UPDATE 2-Japan fashion guru Maezawa lands first SpaceX moon flight,9/18/2018
10796,SpaceX Plans To Take Japanese Billionaire To The Moon ,9/17/2018
10797,SpaceX plans to take Japanese billionaire Yusaku Maezawa to the moon,9/17/2018
10798,Elon Musk just revealed who's going to fly to the moon on SpaceX's new rocket ship,9/17/2018
10799,SpaceX will take a Japanese billionaire on a trip around the Moon,9/17/2018
10800,SpaceX says Japanese billionaire Yusaku Maezawa will be first private passenger on a solo rocket trip around the moon,9/17/2018
10801,"New Tesla Rival Lucid Motors Says ""Funding Secured""",9/17/2018
10802,Elon Musk Is Sued by Cave Rescuer He Accused of Being a Pedophile,9/17/2018
10803,British Diver Sues Elon Musk Over 'pedo' Controversy ,9/17/2018
10804,Elon Musk's SpaceX to name first passenger for moon voyage,9/17/2018
10805,Elon Musk's SpaceX to name first passenger for moon voyage,9/17/2018
10806,Here's The Tech Billionaire SpaceX Is Flying To The Moon — And He's Bringing Friends,9/17/2018
10807,Elon Musk and SpaceX shared new images of a rocket ship designed to colonize Mars — and the pictures hint at crucial design changes,9/17/2018
10808,The Wall Street Journal: Elon Musk sued for defamation by Thai cave rescuer,9/17/2018
10809,Saudi Arabia invests $1 billion in potential Tesla rival,9/17/2018
10810,Saudi Arabia invests $1 billion in potential Tesla rival,9/17/2018
10811,Thai cave diver sues Elon Musk for defamation over 'pedo guy' tweet,9/17/2018
10812,Caver sues Elon Musk for defamation ,9/17/2018
10813,"Elon Musk Fed Up with Twitter Crypto Scams, Turns to Dogecoin Creator for Help",9/17/2018
10814,Elon Musk Asks Dogecoin Creator to Help Fight Crypto Scam Bots on Twitter,9/17/2018
10815,Elon Musk sued for libel by British Thai cave rescuer,9/17/2018
10816,Tesla CEO Elon Musk sued by cave diver over 'pedo' tweet,9/17/2018
10817,Saudi Fund Invests $1 Bln In Lucid Motors ,9/17/2018
10818,Diver who helped with Thai cave rescue sues Elon Musk,9/17/2018
10819,British diver who helped with Thai cave rescue files lawsuit against Elon Musk for calling him a pedophile on Twitter,9/17/2018
10820,Elon Musk shares images of the BFR's new rocket design,9/17/2018
10821,"Tesla has ‘no credible competition,’ analyst says",9/17/2018
10822,Tesla Rivals: VW Audi Debuts E-Tron Electric SUV; Saudis Invest In Lucid,9/17/2018
10823,"UPDATE 2-Musk says Tesla now in ""delivery logistics hell""",9/17/2018
10824,"Tesla to take collision repairs in house, Musk says",9/17/2018
10825,SpaceX to announce private moon flight passenger,9/17/2018
10826,Elon Musk vows to fix a Tesla service problem that has been driving customers crazy (TSLA),9/17/2018
10827,"Saudi Arabia shuns Tesla, invests $1 billion in rival Lucid Motors (TSLA)",9/17/2018
10828,Saudi fund to invest $1bn in Tesla rival Lucid Motors,9/17/2018
10829,NewsWatch: 10 questions to ask about Tesla stock,9/17/2018
10830,Former SpaceX Engineer Targets Consumer Traders With His LXDX Crypto Exchange,9/17/2018
10831,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, JD, TSLA)",9/17/2018
10832,Betting Against Tesla: Skeptics Make Their Case,9/17/2018
10833,"Musk says Tesla now in ""delivery logistics hell""",9/17/2018
10834,Musk says Tesla now in 'delivery logistics hell',9/17/2018
10835,Musk says Tesla now in 'delivery logistics hell',9/17/2018
10836,"UPDATE 1-Musk says Tesla now in ""delivery logistics hell""",9/17/2018
10837,"Musk says Tesla has gone from ""production hell"" to ""delivery logistics hell""",9/16/2018
10838,Musk says Tesla has gone from 'production hell' to 'delivery logistics hell',9/16/2018
10839,Musk says Tesla has gone from 'production hell' to 'delivery logistics hell',9/16/2018
10840,"Musk says Tesla has gone from ""production hell"" to ""delivery logistics hell""",9/16/2018
10841,Tesla to bring most collision repairs in-house: Musk,9/16/2018
10842,Tesla to bring most collision repairs in-house: Musk,9/16/2018
10843,Tesla to bring most collision repairs in-house -Musk,9/16/2018
10844,Fire contained at Tesla Gigafactory in Nevada,9/16/2018
10845,Fire contained at Tesla Gigafactory in Nevada,9/16/2018
10846,Elon Musk is building a spaceship that's so ambitious that some experts are calling it 'science fiction.' Here's what SpaceX and its engineers are up against.,9/16/2018
10847,2 Things We Learned From Elon Musk Smoking Pot During a Podcast Interview,9/16/2018
10848,Is Tesla Still on My “Never Sell” List?,9/15/2018
10849,Aussie mining dispute could create headaches for Tesla,9/14/2018
10850,Elon Musk signs up mystery passenger to take rocket trip around moon,9/14/2018
10851,SpaceX set to announce name of passenger to moon,9/14/2018
10852,California regulators opened 2 new investigations into the safety of Tesla's factory in September (TSLA),9/14/2018
10853,Elon Musk defends Tesla's board of directors against critics who say it isn't doing enough to hold him accountable to shareholders (TSLA),9/14/2018
10854,SpaceX changes plans to send tourists around the moon,9/14/2018
10855,SpaceX says first passenger has signed up for tour around the Moon,9/14/2018
10856,"BMW, Mercedes, Audi, Jaguar Aim To Run Over Tesla In Electric Cars",9/14/2018
10857,Elon Musk makes another space tourism promise,9/14/2018
10858,Elon Musk's SpaceX to announce first tourist to Moon,9/14/2018
10859,Shares in China's Tesla rival Nio soar more than 75% in a day,9/14/2018
10860,The Wall Street Journal: SpaceX says first passenger has signed up for a tour around the moon,9/14/2018
10861,Elon Musk is about to name the first person to fly around the moon in a giant new SpaceX rocket ship,9/14/2018
10862,SpaceX to announce next week private tourist who will fly to the moon,9/13/2018
10863,Tesla (TSLA) Stock Sinks As Market Gains: What You Should Know,9/13/2018
10864,Neil deGrasse Tyson defends Elon Musk smoking weed on camera: 'Let the man get high if he wants to get high' (TSLA),9/13/2018
10865,Millennial investors have been piling into Tesla amid all of its executive departures (TSLA),9/13/2018
10866,"The Ratings Game: China’s Nio may be facing the same issues as Tesla, according to analysts",9/13/2018
10867,"'Let him get high': Neil deGrasse Tyson defends Elon Musk, compares Tesla CEO to Thomas Edison",9/13/2018
10868,Factbox: Tesla executive departures since 2016,9/13/2018
10869,Tesla wants to build a pickup truck — here’s why that will be its biggest challenge (TSLA),9/13/2018
10870,Tesla exodus: Another executive exits as Elon Musk struggles to build mainstream automaker,9/13/2018
10871,Nvidia unveils Tesla T4 chip for faster AI inference in datacenters,9/12/2018
10872,"Tesla's Justin McAnear, VP Of Finance And Operation, To Step Down ",9/12/2018
10873,Tesla customers may face longer response time as deliveries rise: Musk,9/12/2018
10874,Tesla customers may face longer response time as deliveries rise: Musk,9/12/2018
10875,Tesla customers may face longer response time as deliveries rise: Musk,9/12/2018
10876,Tesla customers may face longer response time as deliveries rise - Musk,9/12/2018
10877,Elon Musk says Tesla customers may have to wait longer to get a response from customer service due to a large increase in deliveries (TSLA),9/12/2018
10878,More turmoil at Tesla: VP of worldwide finance is out,9/12/2018
10879,Tesla loses another finance executive,9/12/2018
10880,Tesla's VP of worldwide finance and operations is leaving the company (TSLA),9/12/2018
10881,Owning Tesla shares about the riskiest it has ever been: options data,9/12/2018
10882,Owning Tesla shares about the riskiest it has ever been: options data,9/12/2018
10883,Elon Musk Gives Investors A Chance To Buy Tesla Under $300,9/12/2018
10884,Tesla investor says SEC asked it about 'funding secured' tweet,9/12/2018
10885,Tesla investor says SEC asked it about 'funding secured' tweet,9/12/2018
10886,UPDATE 1-Tesla investor says U.S. SEC asked it about 'funding secured' tweet,9/12/2018
10887,Tesla investor spoke with SEC about 'funding secured' tweet,9/12/2018
10888,Tesla investor spoke with U.S. SEC about 'funding secured' tweet,9/12/2018
10889,Tesla jumps as its investor relations head gets ready to give a company update (TSLA),9/12/2018
10890,Tesla China Rival Nio Rises In Debut After $1 Billion U.S. IPO,9/12/2018
10891,"Tesla rival Nio's stock debuts with a selloff, opening 4.2% below its IPO price",9/12/2018
10892,Tesla Rebounds As Musk Promises Double Production For 3rd Quarter,9/12/2018
10893,Tesla Rival NIO Raises $1 Bln In U.S. IPO Priced Near Bottom ,9/12/2018
10894,Jeff Reeves's Strength in Numbers: Sell Tesla and buy GM — seriously,9/12/2018
10895,Tesla rival Nio to go public after pricing IPO at low end of expectations,9/12/2018
10896,10 questions to ask about Tesla stock,9/12/2018
10897,Tesla Gigafactory 3 preparing for Model Y production ramp - Report,9/12/2018
10898,Short seller: Why it might be time for Elon Musk to step down,9/11/2018
10899,Tesla eliminates two color options for its cars,9/11/2018
10900,Is the Latest Dip in Tesla Shares a Buying Opportunity?,9/11/2018
10901,"How to Value Marijuana Stocks & News from Tesla, Roku, Micron | Free Lunch",9/11/2018
10902,"Tesla Model 3 production tracker tops 90,000, but weekly rate lower than expected",9/11/2018
10903,Tesla to drop some color options for cars to simplify production,9/11/2018
10904,Short seller: Why it might be time for Elon Musk to step down from Tesla,9/11/2018
10905,Tesla to drop some color options for cars to simplify production,9/11/2018
10906,Tesla to drop some color options for cars to simplify production,9/11/2018
10907,The Ratings Game: Tesla stock gets downgrade from former ‘most bullish’ analyst,9/11/2018
10908,Tesla To Cut Two Color Options For Cars To Simplify Production ,9/11/2018
10909,Tesla Stock Hit As Elon Musk Is Slammed For Erratic Behavior,9/11/2018
10910,"Elon Musk said Tesla's $35,000 Model 3 would arrive by the end of 2018. Here's why experts say that probably won't happen. (TSLA)",9/11/2018
10911,Cramer says Tesla CEO Elon Musk should go on medical leave — 'I'm worried about the guy',9/11/2018
10912,"Tesla will sell even more wireless phone chargers after the previous batch sold out in a day — and this time, there's a discount (TSLA)",9/11/2018
10913,"'No longer investable': One of Tesla's biggest former bulls just slashed his price target, and the stock is tumbling (TSLA)",9/11/2018
10914,"Putting Elon Musk on medical leave could be a good thing, says Jim Cramer",9/11/2018
10915,Tesla eliminates two color options for its cars,9/11/2018
10916,Musk says Tesla to drop some color options for cars to simplify production,9/11/2018
10917,Musk says Tesla to drop some color options for cars to simplify production,9/11/2018
10918,Tesla cuts number of stock colors to streamline production,9/11/2018
10919,Former big bull on Tesla says the stock is 'no longer investable' due to Elon Musk's behavior,9/11/2018
10920,Elon Musk is retiring 2 Tesla paint options to 'simplify' the fraught manufacturing process,9/11/2018
10921,Tesla shares down as executives quit – Report,9/11/2018
10922,Markets send Tesla a message about funding needs,9/11/2018
10923,Markets send Tesla a message about funding needs,9/11/2018
10924,There's Still No Chance That Apple Will Buy Tesla,9/10/2018
10925,"How Many Vehicles Will Tesla, Inc. Sell in Q3?",9/10/2018
10926,Fin24.com | Musk scores a much-needed win with successful SpaceX launch,9/10/2018
10927,"If You Missed Out on Tesla and Ferrari, Watch This IPO",9/10/2018
10928,"Gene Munster: If Tesla doesn't overhaul the board right now, it could spell the end for the company",9/10/2018
10929,"Why Tesla, Carvana, and Tilray Jumped Today",9/10/2018
10930, A group of researchers showed how a Tesla Model S can be hacked and stolen in seconds using only $600 worth of equipment  (TSLA),9/10/2018
10931,Elon Musk said Tesla is about to have the 'most amazing quarter' in its history — here's what workers think of his prediction (TSLA),9/10/2018
10932,The massive machines at Elon Musk's Boring Company can be operated by something tiny: an Xbox One controller,9/10/2018
10933,"Ford reveals the first teaser image of its all-electric SUV set to rival Tesla (F, TSLA)",9/10/2018
10934,Tesla surges after bullish analysts say 'buy even with drama' (TSLA),9/10/2018
10935,"Tesla shares will likely bounce back after the recent 30% drop, Bernstein says",9/10/2018
10936,"Needham reiterates bearish Tesla view, writing of accelerating 'management credibility issues'",9/10/2018
10937,Better Buy: General Motors vs. Tesla,9/10/2018
10938,"Buy Tesla shares 'even with drama,' Baird analyst says after factory tour",9/10/2018
10939,Need to Know: Why these bullish analysts found new love for Tesla shares,9/10/2018
10940,"Tesla is the 'absolute epitome of instability' and the stock should be avoided, market watcher warns",9/10/2018
10941,Tesla Needs to Build Investor Trust. The Exit of Its Accountant Won’t Help.,9/9/2018
10942,Elon Musk blows smoke,9/9/2018
10943,Tesla fighter: Jaguar's electric I-PACE storms into Musk's EV market,9/9/2018
10944,'It's the dumbest experiment in human history': Elon Musk rails against fossil fuel use and climate change (TSLA),9/8/2018
10945,Tesla Vehicle Production and Deliveries Are Soaring,9/8/2018
10946,Tesla isn't facing a wave of competition because there isn't any competition in the electric-car market (TSLA),9/8/2018
10947,Elon Musk shakes up Tesla’s executive team after key departures,9/8/2018
10948,This imaginative drawing liked by Elon Musk reveals just how crazy SpaceX's first missions to Mars will be,9/8/2018
10949,"Tesla tumbles on new executive departures, Musk interview",9/8/2018
10950,Tesla's board is terrible at its job — it's shown it has no interest in controlling Elon Musk or sticking up for investors (TSLA),9/8/2018
10951,Analysis: Elon Musk is hurting Tesla with his bizarre behavior,9/8/2018
10952,Tesla's top lawyer is reportedly out for the third time in one year — here are all the key names who have departed in the past year (TSLA),9/8/2018
10953,Tesla shares reel as executives quit and CEO smokes pot on webcast,9/7/2018
10954,Tesla shares reel as executives quit and CEO smokes pot on webcast,9/7/2018
10955,WRAPUP 5-Tesla shares reel as execs quit and CEO smokes pot on webcast,9/7/2018
10956,Elon Musk in a wide-ranging note to employees: 'We're about to have to most amazing quarter in our history' (TSLA),9/7/2018
10957,Tesla Staff Reorganization Announced After Tumultuous News Day,9/7/2018
10958,Is Tesla going up in smoke?,9/7/2018
10959,Elon Musk shakes up Tesla management after key departures,9/7/2018
10960,Why does Tesla CEO Elon Musk keep getting himself into a mess?,9/7/2018
10961,"Why Tesla, Korn/Ferry International, and Opko Health Slumped Today",9/7/2018
10962,MarketWatch First Take: Don’t let the smoke distract from the Tesla fire,9/7/2018
10963,"Tesla Is Elon Musk, For Better Or For Worse",9/7/2018
10964,"Elon Musk smoked weed on air, so why is drug testing for CEOs almost unheard of?",9/7/2018
10965,Elon Musk breaks down what he doesn't like about Instagram — and why social media can negatively impact people's mental health (TSLA),9/7/2018
10966,"Tesla executive exits, CEO smokes pot on webcast, shares reel",9/7/2018
10967,"Tesla executive exits, CEO smokes pot on webcast, shares reel",9/7/2018
10968,"WRAPUP 4-Tesla exec exits, CEO smokes pot on webcast, shares reel",9/7/2018
10969,"Growth Stocks Stumble, Tesla Takes Hit, Facebook Shunned, Micron Warns, Nike Divides: Weekly Review",9/7/2018
10970,Tesla is getting crushed after 2 executives jump ship and CEO Elon Musk smokes weed (TSLA),9/7/2018
10971,Short seller Robert Chapman predicts massive decline 'into the single digits' for Tesla shares,9/7/2018
10972,Factbox: Tesla executive departures since 2016,9/7/2018
10973,Tesla Shaken by a Departure and What Elon Musk Was Smoking,9/7/2018
10974,Fin24.com | Elon Musk's Tesla tumbles as two execs announce exit,9/7/2018
10975,Fin24.com | Elon Musk's Tesla tumbles as two execs leave,9/7/2018
10976,Elon Musk appears to smoke marijuana on camera.  What are your thoughts on that?,9/7/2018
10977,"Tesla rocked by latest executive shakeup, Musk's behavior on webcast",9/7/2018
10978,"Tesla rocked by latest executive shakeup, Musk's behavior on webcast",9/7/2018
10979,"WRAPUP 3-Tesla rocked by latest exec shakeup, Musk's behavior on webcast",9/7/2018
10980,'He doesn't seem to want to build any confidence': Wall Street is asking questions of Elon Musk (TSLA),9/7/2018
10981,"Elon Musk says he has big ideas for an electric plane, but that it 'isn't necessary right now'",9/7/2018
10982,Tesla shares take a hit after Elon Musk smokes marijuana,9/7/2018
10983,Top officials head for exit doors at Tesla,9/7/2018
10984,Why Tesla Stock Was Hit Hard Friday,9/7/2018
10985,Tesla shares sink after key executives exit,9/7/2018
10986,"WRAPUP 2-Tesla rocked by executive departures, Musk web show",9/7/2018
10987,Factbox: Tesla executive departures since 2016,9/7/2018
10988,Tesla's head of HR has resigned (TSLA),9/7/2018
10989,Tesla Shares Fall After News Chief Accounting Officer Has Resigned ,9/7/2018
10990,"WRAPUP 1-Tesla rocked by executive departures, Musk web show",9/7/2018
10991,Tesla stock falls as CEO appears to smoke marijuana on video,9/7/2018
10992,Elon Musk and the revenge of the Tesla sceptics,9/7/2018
10993,Tesla erupts in chaos after senior executives leave and Musk's online interview,9/7/2018
10994,Tesla rocked again by executive departures,9/7/2018
10995,Tesla in turmoil: Stock plunges after executive shakeup,9/7/2018
10996,"Tesla rocked by executive departures, Musk web show",9/7/2018
10997,"CORRECTS: Tesla stock falls 9 pct after CEO appears to smoke marijuana during interview, chief accountant leaves.",9/7/2018
10998,Tesla Chief Accounting Officer Dave Morton Resigns; Stock Plunges ,9/7/2018
10999,"Tesla rocked by executive departures, Musk web show",9/7/2018
11000,"UPDATE 1-Tesla rocked by executive departures, Musk web show",9/7/2018
11001,Elon Musk apparently smoked marijuana in live podcast appearance with Joe Rogan,9/7/2018
11002,More Executive Departures Show Tesla Is In Freefall Both As A Stock And As A Company,9/7/2018
11003,"Tesla Stock Falls On Musk Marijuana Puff, Executive Departures",9/7/2018
11004,Tesla chief accounting officer resigns after a month,9/7/2018
11005,"Morning Movers: Tesla Tanks, Broadcom Bounces, Costco Gains",9/7/2018
11006,"Tesla is in a tenuous situation now, says Jim Cramer",9/7/2018
11007,Tesla's chief accountant quits after one month on the job (TSLA),9/7/2018
11008,Tesla chief accountant resigns one month after joining,9/7/2018
11009,Tesla chief accountant resigns one month after joining,9/7/2018
11010,Tesla shares slide 5.6% premarket after news chief accounting officer Dave Morton has quit after a month,9/7/2018
11011,Elon Musk said it's probably unwise to kick robots because they have a very good memory,9/7/2018
11012,DealBook Briefing: Elon Musk Smoked Weed On Air,9/7/2018
11013,"Elon Musk’s plan to reassure Tesla investors: Discussing electric airplane design, taking a hit of weed on Joe Rogan podcast",9/7/2018
11014,Elon Musk says The Boring Company 'started out as a joke' and acknowledges his Los Angeles tunnel project may fail,9/7/2018
11015,"Weed, whiskey, Tesla and a flamethrower: Elon Musk meets Joe Rogan",9/7/2018
11016,The Tell: Elon Musk appears to smoke marijuana during an interview,9/7/2018
11017,Elon Musk was filmed smoking weed just weeks after saying marijuana kills productivity,9/7/2018
11018,Elon Musk appears to smoke marijuana during an interview,9/7/2018
11019,"Tesla, Musk sought to 'burn' Citron, other short-sellers - lawsuit",9/7/2018
11020,SpaceX Sees Test Of Mars Interplantary Spaceship Happening Later,9/6/2018
11021,Prominent short-seller sues Elon Musk and Tesla for 'burning' him,9/6/2018
11022,Tesla (TSLA) Gains As Market Dips: What You Should Know,9/6/2018
11023,Investor sues Tesla alleging scheme to ‘burn’ short sellers,9/6/2018
11024,"RPT-UPDATE 2-Tesla, Musk sought to 'burn' Citron, other short-sellers -lawsuit",9/6/2018
11025,"Tesla, Musk sought to 'burn' Citron, other short-sellers: lawsuit",9/6/2018
11026,"Tesla, Musk sought to 'burn' Citron, other short-sellers: lawsuit",9/6/2018
11027,"UPDATE 2-Tesla, Musk sought to 'burn' Citron, other short-sellers -lawsuit",9/6/2018
11028,Walmart Canada orders 30 more Tesla electric semis,9/6/2018
11029,Tesla stock struggles to avoid worst stretch ever,9/6/2018
11030,"Lawsuit says Tesla, Elon Musk sought to 'burn' short-sellers",9/6/2018
11031,"Lawsuit says Tesla, Elon Musk sought to 'burn' short-sellers",9/6/2018
11032,"UPDATE 1-Lawsuit says Tesla, Elon Musk sought to 'burn' short-sellers",9/6/2018
11033,Tesla sinks after a notorious short-seller sues Elon Musk over his alleged attempt to burn investors like him (TSLA),9/6/2018
11034,"Tesla, Musk hit by lawsuit by short seller Andrew Left",9/6/2018
11035,"Shortseller Citron files lawsuit against Tesla, Musk",9/6/2018
11036,"Short seller Andrew Left sues Tesla and Elon Musk, claiming stock manipulation",9/6/2018
11037,"Shortseller Citron files lawsuit against Tesla, Musk",9/6/2018
11038,Tesla Stock Inches Upward On Favorable Model 3 Sales Report,9/6/2018
11039,"Tesla will meet its Model 3 goal so buy the stock, Oppenheimer says",9/6/2018
11040,Tesla's Elon Musk retweets favorable sales report,9/6/2018
11041,UPDATE 1-Walmart Canada to buy 30 more Tesla semi-trucks,9/6/2018
11042,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, JD, TSLA, C)",9/6/2018
11043,Walmart Canada to buy 30 more Tesla semi-trucks,9/6/2018
11044,Mercedes to lure Tesla customers with low priced EQC,9/6/2018
11045,Tesla cobalt light batteries gives cost advantage - BNEF,9/6/2018
11046,Audi Just Started Mass-Producing a New Tesla Fighter,9/5/2018
11047,"Tesla bond hits record low, stock slips as investor worry deepens",9/5/2018
11048,"Tesla bond hits record low, stock slips as investor worry deepens",9/5/2018
11049,"Tesla bond hits record low, stock slips as investor worry deepens",9/5/2018
11050,Elon Musk is said to have hired a lawyer who used to work for the SEC as the agency reportedly investigates his 'funding secured' tweet (TSLA),9/5/2018
11051,Utah driver sues Tesla after crashing in Autopilot mode,9/5/2018
11052,Mercedes Unveils First All-electric SUV ,9/5/2018
11053,Tesla sinks to its lowest level since June (TSLA),9/5/2018
11054,Elon Musk's Increasingly Erratic Behavior Comes At A Price For Tesla Shareholders,9/5/2018
11055,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TWTR, FB, TSLA, SNAP, AMZN, NKE)",9/5/2018
11056,Mercedes takes on Tesla with fully-electric SUV,9/5/2018
11057,Mercedes Benz set to unveil electric SUV against Tesla,9/5/2018
11058,Mercedes unveils first Tesla rival in $12 billion attack,9/4/2018
11059,"Key Words: Elon Musk doubles down on personal attack against cave rescuer, calls him ‘child rapist’",9/4/2018
11060,Elon Musk tells a reporter to 'stop defending child rapists' as he doubles down on attacking Thailand cave rescuer (TSLA),9/4/2018
11061,The NTSB just released a new report on the Tesla Model S that mysteriously caught fire in the middle of the street (TSLA),9/4/2018
11062,NTSB issues info on Tesla battery fire investigation,9/4/2018
11063,Tesla SolarCity employees say they were left in the dark about pay and didn't know when the solar roof would actually arrive (TSLA),9/4/2018
11064,In One Chart: Poll: Elon Musk fans are the worst,9/4/2018
11065,"Elon Musk works so many hours at Tesla, employees are constantly finding him asleep under tables and desks",9/4/2018
11066,Tesla employees describe what it's like to work in the gigantic Gigafactory (TSLA),9/4/2018
11067,Mercedes unveils electric car in direct German challenge to Tesla,9/4/2018
11068,Mercedes unveils electric car in direct German challenge to Tesla,9/4/2018
11069,Goldman Sachs says there's more trouble ahead for Tesla,9/4/2018
11070,"Tesla is back in Goldman Sachs’s sights, and the bank is just as bearish",9/4/2018
11071,Tesla Stock Slides As Goldman Puts A Sell Rating On Company Stock,9/4/2018
11072,Goldman Sachs worries Tesla's losing of a key tax credit could mean the end of high-end buyers (TSLA),9/4/2018
11073,Tesla stock reinstated with sell rating at Goldman Sachs,9/4/2018
11074,"As Tesla Misses Another Production Goal, Competition For Desperately Needed Capital Is Intensifying",9/4/2018
11075,Goldman: Tesla shares to drop 30% in the next 6 months due to increased competition,9/4/2018
11076,Mark Hulbert: Remember when Apple was struggling and Tesla was riding high? There’s a lesson in that for today,9/4/2018
11077,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, JD)",9/4/2018
11078,RPT-Electric Mercedes opens German assault on Tesla,9/4/2018
11079,Electric Mercedes opens German assault on Tesla,9/3/2018
11080,Electric Mercedes opens German assault on Tesla,9/3/2018
11081,Electric Mercedes opens German assault on Tesla,9/3/2018
11082,Tesla to bring Model 3 to Hong Kong-Report,9/3/2018
11083,"Better Buy: Tesla, Inc. vs. Volkswagen",9/2/2018
11084,Astronomers aren't happy with an artist who's about to send a new 'star' into space aboard a SpaceX rocket,9/2/2018
11085,"NewsWatch: Elon Musk is more famous than ever, and maybe more dangerous",9/1/2018
11086,Ontario to include Tesla in rebate programme after court decision,8/31/2018
11087,Ontario to include Tesla in rebate program after court decision,8/31/2018
11088,Ontario to include Tesla in rebate program after court decision,8/31/2018
11089,Ontario to include Tesla in rebate program after court decision,8/31/2018
11090,"Elon Musk is more famous than ever, and maybe more dangerous",8/31/2018
11091,SpaceX employees used to monitor Talulah Riley's hair color to determine if Elon Musk would be in good mood,8/31/2018
11092,Elon Musk has reportedly reached out to other CEOs to ask about employees who might be criticizing Tesla on Twitter (TSLA),8/31/2018
11093,Elon Musk says he was thinking like a Vegas casino owner when he tweeted 'funding secured' (TSLA),8/31/2018
11094,Elon Musk faces his own worst enemy,8/31/2018
11095,Elon Musk reportedly became angry and headbutted a car at Tesla's factory because the assembly line would stop when people got too close to it (TSLA),8/31/2018
11096,NewsWatch: Warren Buffett: Apple investing in Tesla is a ‘very poor idea’,8/31/2018
11097,Tesla (TSLA) Down 13.3% Since Last Earnings Report: Can It Rebound?,8/31/2018
11098,"Amazon dethrones Tesla as the stock short sellers hate the most (TSLA, AMZN)",8/31/2018
11099,"BlackRock fund voted for independent chairman at Tesla to replace Elon Musk, filing shows",8/31/2018
11100,'Best PR I've had in a while': Elon Musk celebrates that Steve Bannon called him 'an immature man child' (TSLA),8/30/2018
11101,Tesla (TSLA) Dips More Than Broader Markets: What You Should Know,8/30/2018
11102,Drones and stakeouts: How Tesla 'haters' put pressure on CEO Musk,8/30/2018
11103,Key Words: Warren Buffett: Apple investing in Tesla is a ‘very poor idea’,8/30/2018
11104,"As Tesla shares fall, Amazon takes over as most shorted U.S. stock",8/30/2018
11105,"Warren Buffett says it would be 'a very poor idea' for Apple to buy Tesla (TSLA, AAPL)",8/30/2018
11106,"As Tesla shares fall, Amazon takes over as most shorted U.S. stock",8/30/2018
11107,"As Tesla shares fall, Amazon takes over as most shorted U.S. stock",8/30/2018
11108,The Margin: Elon Musk tweets ‘!’ after watching this crazy footage of an airborne Tesla,8/30/2018
11109,Warren Buffett on Elon Musk's tweeting: 'I don't think it's helped him a lot',8/30/2018
11110,Steve Bannon blasts Elon Musk: He's an immature man child,8/30/2018
11111,"Key Words: Steve Bannon: Elon Musk is a ‘man child,’ and top tech leaders are ‘sociopaths’",8/30/2018
11112,Tesla falls below $300 as attention centers on its cash crunch and quest for profitability (TSLA),8/30/2018
11113,A Tesla vehicle went airborne and crashed into a tree after driving at high speed over a railroad track (TSLA),8/30/2018
11114,"Tesla CEO Elon Musk says the amount of time he spends on Twitter is 'like, almost nothing'",8/30/2018
11115,Steve Bannon lets rip on 'man child' Elon Musk,8/30/2018
11116,Tesla's HR Head On Leave Of Absence ,8/30/2018
11117,Lawyer: We're 'finalizing' a libel lawsuit against Elon Musk over 'pedo' tweet,8/29/2018
11118,Drones and stakeouts: how Tesla 'haters' put pressure on CEO Musk,8/29/2018
11119,Drones and stakeouts: how Tesla 'haters' put pressure on CEO Musk,8/29/2018
11120,Drones and stakeouts: how Tesla 'haters' put pressure on CEO Musk,8/29/2018
11121,"Elon Musk revives Thai cave diver 'pedo' incident, says it's 'strange' rescuer hasn't sued",8/29/2018
11122,Elon Musk may have violated labor laws with a tweet,8/29/2018
11123,"Elon Musk Restarts ""Pedo Guy"" Controversy ",8/29/2018
11124,The British diver Elon Musk called a 'pedo' is preparing to sue Musk for libel,8/29/2018
11125,WATCH: A Tesla get airborne after hitting a railway crossing at ludicrous speed,8/29/2018
11126,Elon Musk asks why the diver he called a 'pedo' hasn't sued him yet (TSLA),8/29/2018
11127,Elon Musk reignites Twitter slur controversy,8/29/2018
11128,Reports: Kalashnikov Presents Electric Vehicle Prototype ,8/29/2018
11129,"Is it OK for CEOs to cry? No tears from a female CEO in Seattle (or from Elon Musk, he says)",8/28/2018
11130,Elon Musk says it's 'strange' that caver hasn't sued over 'pedo' insult,8/28/2018
11131,Tesla is letting some of its customers drive the all-electric Semi — here's what one thinks of it (TSLA),8/28/2018
11132,Tesla wins court case against Ontario government over rebate cancellation,8/28/2018
11133,Elon Musk risks controversy by revisiting cave diver tweet,8/28/2018
11134,Tesla wins court case against Ontario government over rebate cancellation,8/28/2018
